timestamp,type,speed,heading,latitude,longitude
2024-08-10 08:18:57.714286000,Static,0.0,0.0,32.64542,-16.90841
2024-08-10 08:21:24.571428000,Static,0.0,0.0,32.644498,-16.909696
2024-08-10 08:23:51.428571000,Static,0.0,0.0,32.643259,-16.906586
2024-08-10 08:26:18.285714000,Static,0.0,0.0,32.641528,-16.90583
2024-08-10 08:28:45.142857000,Dock,11.1,339.80870328363034,32.641528,-16.90583
2024-08-10 08:31:32.979591000,Interpolated,11.1,177.38210798509647,32.637001142857144,-16.905584285714287
2024-08-10 08:34:20.816326000,Interpolated,11.1,177.38210798509647,32.63247428571429,-16.905338571428572
2024-08-10 08:37:08.653061000,Interpolated,11.1,177.38210798509647,32.62794742857143,-16.905092857142858
2024-08-10 08:39:56.489795000,Interpolated,11.1,177.38210798509647,32.62342057142857,-16.904847142857143
2024-08-10 08:42:44.326530000,Interpolated,11.1,177.38210798509647,32.61889371428571,-16.90460142857143
2024-08-10 08:45:32.163265000,Interpolated,11.1,177.38210798509647,32.614366857142855,-16.904355714285714
2024-08-10 08:48:20.000000000,Terrestrial,11.1,207.0,32.60984,-16.90411
2024-08-10 08:52:44.705882352,Terrestrial,10.7,184.0,32.60277,-16.90688
2024-08-10 08:54:57.058823000,Interpolated,10.7,176.91708454957188,32.598389999999995,-16.9066
2024-08-10 08:57:09.411764705,Terrestrial,10.6,168.0,32.59401,-16.90632
2024-08-10 09:01:34.117647058,Terrestrial,5.0,112.0,32.58706,-16.90192
2024-08-10 09:05:58.823529411,Terrestrial,1.1,65.0,32.58685,-16.90068
2024-08-10 09:10:23.529411764,Terrestrial,6.1,45.0,32.58791,-16.89939
2024-08-10 09:14:48.235294117,Terrestrial,3.8,42.0,32.59073,-16.89651
2024-08-10 09:19:12.941176470,Terrestrial,6.7,25.0,32.59185,-16.89411
2024-08-10 09:23:37.647058823,Terrestrial,3.7,36.0,32.59444,-16.89178
2024-08-10 09:28:02.352941176,Terrestrial,2.4,89.0,32.59511,-16.89068
2024-08-10 09:32:27.058823529,Terrestrial,4.4,328.0,32.59488,-16.89193
2024-08-10 09:36:51.764705882,Terrestrial,4.3,311.0,32.59764,-16.89474
2024-08-10 09:41:16.470588235,Terrestrial,6.9,317.0,32.59999,-16.89794
2024-08-10 09:45:41.176470588,Terrestrial,6.2,302.0,32.60289,-16.90339
2024-08-10 09:50:05.882352941,Terrestrial,6.8,299.0,32.60534,-16.90815
2024-08-10 09:54:30.588235294,Terrestrial,6.3,296.0,32.60713,-16.91202
2024-08-10 09:58:55.294117647,Terrestrial,6.4,295.0,32.6088,-16.91596
2024-08-10 10:03:20.000000000,Terrestrial,6.2,298.0,32.61063,-16.91989
2024-08-10 10:07:44.705882352,Terrestrial,6.7,300.0,32.61258,-16.92495
2024-08-10 10:12:09.411764705,Terrestrial,7.2,307.0,32.6151,-16.92992
2024-08-10 10:16:34.117647058,Terrestrial,6.7,297.0,32.61764,-16.93475
2024-08-10 10:20:58.823529411,Terrestrial,7.2,316.0,32.6211,-16.94002
2024-08-10 10:25:23.529411764,Terrestrial,6.7,305.0,32.62411,-16.94289
2024-08-10 10:29:48.235294117,Terrestrial,7.1,311.0,32.62627,-16.94662
2024-08-10 10:34:12.941176470,Terrestrial,6.7,335.0,32.63043,-16.94927
2024-08-10 10:38:37.647058823,Terrestrial,6.5,347.0,32.63398,-16.951
2024-08-10 10:43:02.352941176,Terrestrial,7.2,167.0,32.63343,-16.94827
2024-08-10 10:47:27.058823529,Terrestrial,6.6,114.0,32.63073,-16.94387
2024-08-10 10:51:51.764705882,Terrestrial,6.6,68.0,32.63111,-16.93867
2024-08-10 10:56:16.470588235,Terrestrial,6.6,56.0,32.63262,-16.93353
2024-08-10 11:00:41.176470588,Terrestrial,6.7,65.0,32.63408,-16.92949
2024-08-10 11:05:05.882352941,Terrestrial,6.7,51.0,32.63606,-16.92479
2024-08-10 11:09:30.588235294,Terrestrial,7.0,77.0,32.63781,-16.91861
2024-08-10 11:13:55.294117647,Terrestrial,6.9,85.0,32.63872,-16.91314
2024-08-10 11:18:20.000000000,Terrestrial,6.7,75.0,32.63962,-16.90779
2024-08-10 11:25:40.571429000,Dock,6.7,159.80829550177566,32.641528,-16.90583
2024-08-10 11:28:07.428572000,Static,0.0,0.0,32.641528,-16.90583
2024-08-10 11:30:34.285715000,Static,0.0,0.0,32.643259,-16.906586
2024-08-10 11:33:01.142858000,Static,0.0,0.0,32.644498,-16.909696
2024-08-10 11:35:28.000000000,Static,0.0,0.0,32.64542,-16.90841
