timestamp,type,speed,heading,latitude,longitude
2024-10-03 11:19:11.000000,Terrestrial,11.5,26.0,32.64238,-17.00451
2024-10-03 11:22:11.000000,Terrestrial,11.5,37.0,32.64905,-16.99963
2024-10-03 11:25:11.000000,Terrestrial,1.5,72.0,32.65135,-16.99847
2024-10-03 11:28:11.000000,Terrestrial,3.3,138.0,32.65122,-16.99814
2024-10-03 11:31:11.000000,Terrestrial,7.6,151.0,32.64904,-16.99668
2024-10-03 11:34:11.000000,Terrestrial,8.9,114.0,32.64532,-16.9915
2024-10-03 11:37:11.000000,Terrestrial,8.9,93.0,32.64363,-16.98301
2024-10-03 11:40:11.000000,Terrestrial,8.6,75.0,32.64431,-16.97731
2024-10-03 11:43:11.000000,Terrestrial,4.5,144.0,32.64501,-16.97447
2024-10-03 11:46:11.000000,Terrestrial,9.2,101.0,32.64146,-16.9685
2024-10-03 11:49:11.000000,Terrestrial,8.8,117.0,32.63954,-16.96142
2024-10-03 11:52:11.000000,Terrestrial,9.3,102.0,32.63816,-16.95557
2024-10-03 11:55:11.000000,Terrestrial,6.7,141.0,32.63562,-16.94943
2024-10-03 11:58:11.000000,Terrestrial,8.2,142.0,32.63351,-16.94815
2024-10-03 12:01:11.000000,Terrestrial,9.8,99.0,32.6312,-16.94102
2024-10-03 12:04:11.000000,Terrestrial,9.9,50.0,32.63159,-16.93497
2024-10-03 12:05:43.472000,Interpolated,9.9,67.9448196748549,32.6335776,-16.929142
2024-10-03 12:07:15.944000,Interpolated,9.9,67.9448196748549,32.6355652,-16.923314
2024-10-03 12:08:48.416000,Interpolated,9.9,67.9448196748549,32.6375528,-16.917486
2024-10-03 12:10:20.888000,Interpolated,9.9,67.9448196748549,32.6395404,-16.911658000000003
2024-10-03 12:11:53.360000,Dock,9.9,159.80829550177566,32.641528,-16.90583
2024-10-03 12:14:27.480000,Static,0.0,0.0,32.641528,-16.90583
2024-10-03 12:17:01.600000,Static,0.0,0.0,32.643259,-16.906586
2024-10-03 12:19:35.720000,Static,0.0,0.0,32.644498,-16.909696
2024-10-03 12:22:09.840000,Static,0.0,0.0,32.64542,-16.90841
