timestamp,type,speed,heading,latitude,longitude
2024-09-06 08:52:38.000000000,Static,0.0,0.0,32.64542,-16.90841
2024-09-06 08:55:46.916667000,Static,0.0,0.0,32.644498,-16.909696
2024-09-06 08:58:55.833334000,Static,0.0,0.0,32.643259,-16.906586
2024-09-06 09:02:04.750000000,Static,0.0,0.0,32.641528,-16.90583
2024-09-06 09:05:13.666667000,Dock,11.6,339.80870328363034,32.641528,-16.90583
2024-09-06 09:08:49.571428000,Interpolated,11.6,183.69715366024445,32.634021142857144,-16.906405714285714
2024-09-06 09:12:25.476190000,Interpolated,11.6,183.69715366024445,32.626514285714286,-16.90698142857143
2024-09-06 09:16:01.380952000,Interpolated,11.6,183.69715366024445,32.61900742857143,-16.907557142857144
2024-09-06 09:19:37.285714000,Interpolated,11.6,183.69715366024445,32.61150057142857,-16.908132857142856
2024-09-06 09:23:13.190476000,Interpolated,11.6,183.69715366024445,32.603993714285714,-16.90870857142857
2024-09-06 09:26:49.095238000,Interpolated,11.6,183.69715366024445,32.59648685714286,-16.909284285714286
2024-09-06 09:30:25.000000000,Terrestrial,11.6,257.0,32.58898,-16.90986
2024-09-06 09:33:02.894736842,Terrestrial,10.3,248.0,32.58507,-16.92077
2024-09-06 09:35:40.789473684,Terrestrial,11.2,255.0,32.58131,-16.92987
2024-09-06 09:38:18.684210526,Terrestrial,10.7,228.0,32.57887,-16.93606
2024-09-06 09:39:37.631578000,Interpolated,10.7,241.372973132778,32.57507,-16.94432
2024-09-06 09:40:56.578947368,Terrestrial,11.1,247.0,32.57127,-16.95258
2024-09-06 09:43:34.473684210,Terrestrial,11.1,252.0,32.5688,-16.95885
2024-09-06 09:46:12.368421052,Terrestrial,11.5,259.0,32.56704,-16.96548
2024-09-06 09:48:50.263157894,Terrestrial,10.3,260.0,32.56553,-16.97392
2024-09-06 09:51:28.157894736,Terrestrial,10.1,261.0,32.56503,-16.98092
2024-09-06 09:54:06.052631578,Terrestrial,10.9,272.0,32.56395,-16.98781
2024-09-06 09:56:43.947368421,Terrestrial,11.9,279.0,32.56369,-16.99484
2024-09-06 09:59:21.842105263,Terrestrial,11.2,295.0,32.56555,-17.00177
2024-09-06 10:01:59.736842105,Terrestrial,10.2,282.0,32.56791,-17.00825
2024-09-06 10:04:37.631578947,Terrestrial,11.5,303.0,32.57071,-17.01458
2024-09-06 10:07:15.526315789,Terrestrial,11.1,308.0,32.57372,-17.02085
2024-09-06 10:09:53.421052631,Terrestrial,11.3,293.0,32.57747,-17.03046
2024-09-06 10:12:31.315789473,Terrestrial,10.2,296.0,32.5802,-17.03682
2024-09-06 10:15:09.210526315,Terrestrial,11.3,288.0,32.58273,-17.04336
2024-09-06 10:17:47.105263157,Terrestrial,11.2,293.0,32.58542,-17.04988
2024-09-06 10:20:25.000000000,Terrestrial,10.7,298.0,32.58811,-17.05633
2024-09-06 10:23:02.894736842,Terrestrial,11.5,303.0,32.59229,-17.06589
2024-09-06 10:25:40.789473684,Terrestrial,10.8,329.0,32.59641,-17.07113
2024-09-06 10:28:18.684210526,Terrestrial,10.5,314.0,32.60133,-17.07787
2024-09-06 10:30:56.578947368,Terrestrial,10.9,314.0,32.60717,-17.08635
2024-09-06 10:33:34.473684210,Terrestrial,11.4,83.0,32.61096,-17.08912
2024-09-06 10:36:12.368421052,Terrestrial,11.1,95.0,32.61023,-17.08032
2024-09-06 10:38:50.263157894,Terrestrial,11.7,94.0,32.60942,-17.07323
2024-09-06 10:41:28.157894736,Terrestrial,10.7,93.0,32.60902,-17.06616
2024-09-06 10:44:06.052631578,Terrestrial,10.7,98.0,32.6084,-17.05907
2024-09-06 10:46:43.947368421,Terrestrial,10.3,101.0,32.60767,-17.05201
2024-09-06 10:49:21.842105263,Terrestrial,10.4,102.0,32.60628,-17.04345
2024-09-06 10:51:59.736842105,Terrestrial,11.5,192.0,32.60311,-17.03922
2024-09-06 10:54:37.631578947,Terrestrial,3.9,167.0,32.59798,-17.03963
2024-09-06 10:57:15.526315789,Terrestrial,3.1,284.0,32.5969,-17.04096
2024-09-06 10:59:53.421052631,Terrestrial,4.8,73.0,32.5982,-17.04085
2024-09-06 11:02:31.315789473,Terrestrial,0.6,,32.59858,-17.03971
2024-09-06 11:05:09.210526315,Terrestrial,1.1,265.0,32.59846,-17.04025
2024-09-06 11:07:47.105263157,Terrestrial,1.8,49.0,32.59938,-17.04088
2024-09-06 11:10:25.000000000,Terrestrial,9.9,64.0,32.60215,-17.0331
2024-09-06 11:13:02.894736842,Terrestrial,10.2,62.0,32.60488,-17.02564
2024-09-06 11:15:40.789473684,Terrestrial,9.9,64.0,32.60686,-17.01955
2024-09-06 11:18:18.684210526,Terrestrial,9.4,68.0,32.60892,-17.01377
2024-09-06 11:20:56.578947368,Terrestrial,9.9,66.0,32.61121,-17.00641
2024-09-06 11:23:34.473684210,Terrestrial,9.7,62.0,32.61314,-17.00044
2024-09-06 11:26:12.368421052,Terrestrial,9.9,67.0,32.61535,-16.99453
2024-09-06 11:28:50.263157894,Terrestrial,9.8,68.0,32.61841,-16.98557
2024-09-06 11:31:28.157894736,Terrestrial,9.6,84.0,32.61919,-16.9792
2024-09-06 11:34:06.052631578,Terrestrial,9.7,64.0,32.62225,-16.97025
2024-09-06 11:36:43.947368421,Terrestrial,10.4,69.0,32.62449,-16.96424
2024-09-06 11:39:21.842105263,Terrestrial,9.9,62.0,32.62694,-16.95837
2024-09-06 11:41:59.736842105,Terrestrial,10.3,76.0,32.62881,-16.95224
2024-09-06 11:44:37.631578947,Terrestrial,10.3,81.0,32.62955,-16.94553
2024-09-06 11:47:15.526315789,Terrestrial,9.3,74.0,32.63125,-16.93804
2024-09-06 11:49:53.421052631,Terrestrial,8.8,83.0,32.63319,-16.9295
2024-09-06 11:52:31.315789473,Terrestrial,8.6,72.0,32.63437,-16.92397
2024-09-06 11:55:09.210526315,Terrestrial,8.5,68.0,32.63615,-16.91713
2024-09-06 11:57:47.105263157,Terrestrial,8.3,84.0,32.6377,-16.91044
2024-09-06 12:00:25.000000000,Terrestrial,8.3,49.0,32.64034,-16.90623
2024-09-06 12:09:51.750001000,Dock,8.3,159.80829550177566,32.641528,-16.90583
2024-09-06 12:13:00.666668000,Static,0.0,0.0,32.641528,-16.90583
2024-09-06 12:16:09.583334000,Static,0.0,0.0,32.643259,-16.906586
2024-09-06 12:19:18.500001000,Static,0.0,0.0,32.644498,-16.909696
2024-09-06 12:22:27.416668000,Static,0.0,0.0,32.64542,-16.90841
