timestamp,type,speed,heading,latitude,longitude
2024-09-18 09:31:15.636364000,Static,0.0,0.0,32.64542,-16.90841
2024-09-18 09:33:59.666667000,Static,0.0,0.0,32.644498,-16.909696
2024-09-18 09:36:43.696970000,Static,0.0,0.0,32.643259,-16.906586
2024-09-18 09:39:27.727273000,Static,0.0,0.0,32.641528,-16.90583
2024-09-18 09:42:11.757576000,Dock,10.8,339.80870328363034,32.641528,-16.90583
2024-09-18 09:43:52.699300000,Interpolated,10.8,165.956482980362,32.63677276923077,-16.904418461538462
2024-09-18 09:45:33.641025000,Interpolated,10.8,165.956482980362,32.63201753846154,-16.903006923076923
2024-09-18 09:47:14.582750000,Interpolated,10.8,165.956482980362,32.627262307692305,-16.901595384615387
2024-09-18 09:48:55.524475000,Interpolated,10.8,165.956482980362,32.62250707692308,-16.900183846153848
2024-09-18 09:50:36.466200000,Interpolated,10.8,165.956482980362,32.617751846153844,-16.898772307692308
2024-09-18 09:52:17.407925000,Interpolated,10.8,165.956482980362,32.61299661538462,-16.89736076923077
2024-09-18 09:53:58.349650000,Interpolated,10.8,165.956482980362,32.60824138461538,-16.895949230769233
2024-09-18 09:55:39.291375000,Interpolated,10.8,165.956482980362,32.603486153846156,-16.894537692307694
2024-09-18 09:57:20.233100000,Interpolated,10.8,165.956482980362,32.59873092307692,-16.893126153846154
2024-09-18 09:59:01.174825000,Interpolated,10.8,165.956482980362,32.593975692307694,-16.891714615384615
2024-09-18 10:00:42.116550000,Interpolated,10.8,165.956482980362,32.58922046153846,-16.89030307692308
2024-09-18 10:02:23.058275000,Interpolated,10.8,165.956482980362,32.58446523076923,-16.88889153846154
2024-09-18 10:04:04.000000000,Terrestrial,10.8,157.0,32.57971,-16.88748
2024-09-18 10:08:36.727272727,Terrestrial,11.1,145.0,32.57322,-16.88236
2024-09-18 10:10:07.636363000,Interpolated,11.1,141.98618805643764,32.568583333333336,-16.878059999999998
2024-09-18 10:11:38.545454000,Interpolated,11.1,141.98618805643764,32.563946666666666,-16.87376
2024-09-18 10:13:09.454545454,Terrestrial,11.2,126.0,32.55931,-16.86946
2024-09-18 10:17:42.181818181,Terrestrial,10.7,114.0,32.55636,-16.86279
2024-09-18 10:22:14.909090909,Terrestrial,4.3,203.0,32.55322,-16.85745
2024-09-18 10:26:47.636363636,Terrestrial,0.8,,32.55238,-16.85838
2024-09-18 10:31:20.363636363,Terrestrial,0.9,,32.55227,-16.85966
2024-09-18 10:35:53.090909090,Terrestrial,1.5,118.0,32.55187,-16.85902
2024-09-18 10:40:25.818181818,Terrestrial,0.8,,32.55123,-16.85787
2024-09-18 10:44:58.545454545,Terrestrial,3.4,275.0,32.55152,-16.85748
2024-09-18 10:49:31.272727272,Terrestrial,9.2,333.0,32.55508,-16.86021
2024-09-18 10:54:04.000000000,Terrestrial,8.7,330.0,32.5606,-16.86373
2024-09-18 10:58:36.727272727,Terrestrial,8.3,331.0,32.56472,-16.86643
2024-09-18 11:03:09.454545454,Terrestrial,8.9,333.0,32.56895,-16.86903
2024-09-18 11:07:42.181818181,Terrestrial,8.4,331.0,32.57408,-16.87223
2024-09-18 11:12:14.909090909,Terrestrial,8.7,334.0,32.57827,-16.87489
2024-09-18 11:16:47.636363636,Terrestrial,8.4,331.0,32.58328,-16.87837
2024-09-18 11:21:20.363636363,Terrestrial,9.0,32.0,32.58769,-16.87741
2024-09-18 11:25:53.090909090,Terrestrial,8.4,322.0,32.59185,-16.87864
2024-09-18 11:30:25.818181818,Terrestrial,8.5,325.0,32.59577,-16.88194
2024-09-18 11:34:58.545454545,Terrestrial,8.8,331.0,32.60168,-16.88651
2024-09-18 11:39:31.272727272,Terrestrial,9.0,325.0,32.60755,-16.8912
2024-09-18 11:44:04.000000000,Terrestrial,8.5,326.0,32.61142,-16.89458
2024-09-18 11:48:36.727272727,Terrestrial,8.5,317.0,32.61513,-16.89807
2024-09-18 11:53:09.454545454,Terrestrial,8.5,315.0,32.61959,-16.90276
2024-09-18 11:57:42.181818181,Terrestrial,8.3,315.0,32.62354,-16.9077
2024-09-18 12:02:14.909090909,Terrestrial,8.6,314.0,32.6268,-16.91179
2024-09-18 12:06:47.636363636,Terrestrial,8.4,312.0,32.63001,-16.91581
2024-09-18 12:11:20.363636363,Terrestrial,8.4,305.0,32.6335,-16.92126
2024-09-18 12:15:53.090909090,Terrestrial,2.2,319.0,32.63651,-16.92498
2024-09-18 12:20:25.818181818,Terrestrial,0.5,,32.63688,-16.92509
2024-09-18 12:24:58.545454545,Terrestrial,0.3,,32.63712,-16.92504
2024-09-18 12:29:31.272727272,Terrestrial,4.0,41.0,32.63688,-16.92502
2024-09-18 12:34:04.000000000,Terrestrial,5.3,98.0,32.63815,-16.92056
2024-09-18 12:38:10.045454000,Interpolated,5.3,74.76178594995997,32.639839,-16.913195
2024-09-18 12:42:16.090909000,Dock,5.3,159.80829550177566,32.641528,-16.90583
2024-09-18 12:45:00.121212000,Static,0.0,0.0,32.641528,-16.90583
2024-09-18 12:47:44.151515000,Static,0.0,0.0,32.643259,-16.906586
2024-09-18 12:50:28.181818000,Static,0.0,0.0,32.644498,-16.909696
2024-09-18 12:53:12.212121000,Static,0.0,0.0,32.64542,-16.90841
