timestamp,type,speed,heading,latitude,longitude
2024-09-09 10:09:18.333333333,Terrestrial,2.7,98.0,32.5732,-17.01077
2024-09-09 10:12:05.000000000,Terrestrial,3.2,93.0,32.57316,-17.00909
2024-09-09 10:14:51.666666666,Terrestrial,1.6,151.0,32.57193,-17.0081
2024-09-09 10:17:38.333333333,Terrestrial,1.9,152.0,32.57146,-17.00775
2024-09-09 10:20:25.000000000,Terrestrial,1.1,294.0,32.57091,-17.00703
2024-09-09 10:23:11.666666666,Terrestrial,2.1,96.0,32.57059,-17.00637
2024-09-09 10:25:58.333333333,Terrestrial,1.9,68.0,32.57056,-17.0052
2024-09-09 10:28:45.000000000,Terrestrial,7.3,66.0,32.57232,-16.9999
2024-09-09 10:31:31.666666666,Terrestrial,1.0,,32.57276,-16.99848
2024-09-09 10:34:18.333333333,Terrestrial,1.7,101.0,32.57269,-16.99826
2024-09-09 10:37:05.000000000,Terrestrial,0.7,,32.57235,-16.99738
2024-09-09 10:39:51.666666666,Terrestrial,0.7,183.0,32.57236,-16.99752
2024-09-09 10:42:38.333333333,Terrestrial,2.6,349.0,32.57252,-16.99721
2024-09-09 10:45:25.000000000,Terrestrial,10.5,349.0,32.57701,-16.9983
2024-09-09 10:48:11.666666666,Terrestrial,10.7,358.0,32.58567,-17.00002
2024-09-09 10:50:58.333333333,Terrestrial,10.7,358.0,32.59169,-17.00004
2024-09-09 10:53:45.000000000,Terrestrial,10.7,4.0,32.59767,-17.00021
2024-09-09 10:56:31.666666666,Terrestrial,10.8,357.0,32.60366,-16.9999
2024-09-09 10:59:18.333333333,Terrestrial,10.7,1.0,32.60963,-17.00011
2024-09-09 11:02:05.000000000,Terrestrial,10.7,355.0,32.61574,-16.9999
2024-09-09 11:04:51.666666666,Terrestrial,10.4,1.0,32.62457,-16.99975
2024-09-09 11:07:38.333333333,Terrestrial,10.3,355.0,32.63357,-16.99992
2024-09-09 11:10:25.000000000,Terrestrial,10.8,2.0,32.63958,-16.9998
2024-09-09 11:13:11.666666666,Terrestrial,11.1,357.0,32.64572,-16.99957
2024-09-09 11:15:58.333333333,Terrestrial,1.3,68.0,32.65142,-16.99915
2024-09-09 11:18:45.000000000,Terrestrial,0.9,,32.65155,-16.99931
2024-09-09 11:21:31.666666666,Terrestrial,7.8,145.0,32.64798,-16.99594
2024-09-09 11:24:18.333333333,Terrestrial,7.8,130.0,32.6449,-16.99222
2024-09-09 11:27:05.000000000,Terrestrial,8.2,94.0,32.64396,-16.98709
2024-09-09 11:29:51.666666666,Terrestrial,8.2,91.0,32.64388,-16.98163
2024-09-09 11:32:38.333333333,Terrestrial,8.1,66.0,32.64431,-16.97638
2024-09-09 11:35:25.000000000,Terrestrial,4.2,136.0,32.64464,-16.97431
2024-09-09 11:38:11.666666666,Terrestrial,9.2,115.0,32.64122,-16.96896
2024-09-09 11:40:58.333333333,Terrestrial,9.6,102.0,32.63883,-16.96211
2024-09-09 11:43:45.000000000,Terrestrial,9.0,111.0,32.63747,-16.95452
2024-09-09 11:44:41.548611000,Interpolated,9.0,84.33451972528343,32.63797725,-16.94843375
2024-09-09 11:45:38.097222000,Interpolated,9.0,84.33451972528343,32.638484500000004,-16.9423475
2024-09-09 11:46:34.645833000,Interpolated,9.0,84.33451972528343,32.63899175,-16.93626125
2024-09-09 11:47:31.194444000,Interpolated,9.0,84.33451972528343,32.639499,-16.930175
2024-09-09 11:48:27.743055000,Interpolated,9.0,84.33451972528343,32.64000625,-16.92408875
2024-09-09 11:49:24.291666000,Interpolated,9.0,84.33451972528343,32.6405135,-16.9180025
2024-09-09 11:50:20.840277000,Interpolated,9.0,84.33451972528343,32.64102075,-16.91191625
2024-09-09 11:51:17.388888000,Dock,9.0,159.80829550177566,32.641528,-16.90583
2024-09-09 11:53:48.185184000,Static,0.0,0.0,32.641528,-16.90583
2024-09-09 11:56:18.981481000,Static,0.0,0.0,32.643259,-16.906586
2024-09-09 11:58:49.777777000,Static,0.0,0.0,32.644498,-16.909696
2024-09-09 12:01:20.574073000,Static,0.0,0.0,32.64542,-16.90841
