date,GHI,DHI,DNI,Rain
2025-07-08 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-07-08 00:15:00+00:00,0.0,0.0,0.0,0.0
2025-07-08 00:30:00+00:00,0.0,0.0,0.0,0.0
2025-07-08 00:45:00+00:00,0.0,0.0,0.0,0.0
2025-07-08 01:00:00+00:00,0.0,0.0,0.0,0.0
2025-07-08 01:15:00+00:00,0.0,0.0,0.0,0.0
2025-07-08 01:30:00+00:00,0.0,0.0,0.0,0.0
2025-07-08 01:45:00+00:00,0.0,0.0,0.0,0.0
2025-07-08 02:00:00+00:00,0.0,0.0,0.0,0.0
2025-07-08 02:15:00+00:00,0.0,0.0,0.0,0.0
2025-07-08 02:30:00+00:00,0.0,0.0,0.0,0.0
2025-07-08 02:45:00+00:00,0.0,0.0,0.0,0.0
2025-07-08 03:00:00+00:00,0.0,0.0,0.0,0.0
2025-07-08 03:15:00+00:00,0.0,0.0,0.0,0.0
2025-07-08 03:30:00+00:00,0.0,0.0,0.0,0.0
2025-07-08 03:45:00+00:00,0.0,0.0,0.0,0.0
2025-07-08 04:00:00+00:00,0.0,0.0,0.0,0.0
2025-07-08 04:15:00+00:00,0.0,0.0,0.0,0.0
2025-07-08 04:30:00+00:00,0.0,0.0,0.0,0.0
2025-07-08 04:45:00+00:00,0.0,0.0,0.0,0.0
2025-07-08 05:00:00+00:00,0.0,0.0,0.0,0.1
2025-07-08 05:15:00+00:00,0.0,0.0,0.0,0.1
2025-07-08 05:30:00+00:00,0.0,0.0,0.0,0.1
2025-07-08 05:45:00+00:00,0.0,0.0,0.0,0.1
2025-07-08 06:00:00+00:00,0.0,0.0,0.0,0.1
2025-07-08 06:15:00+00:00,0.0,0.0,0.0,0.1
2025-07-08 06:30:00+00:00,0.0,0.0,0.0,0.1
2025-07-08 06:45:00+00:00,0.0,0.0,0.0,0.1
2025-07-08 07:00:00+00:00,15.497114,15.497114,0.0,0.0
2025-07-08 07:15:00+00:00,15.497114,15.497114,0.0,0.0
2025-07-08 07:30:00+00:00,15.497114,15.497114,0.0,0.0
2025-07-08 07:45:00+00:00,15.497114,15.497114,0.0,0.0
2025-07-08 08:00:00+00:00,55.274067,55.274067,0.0,0.0
2025-07-08 08:15:00+00:00,55.274067,55.274067,0.0,0.0
2025-07-08 08:30:00+00:00,55.274067,55.274067,0.0,0.0
2025-07-08 08:45:00+00:00,55.274067,55.274067,0.0,0.0
2025-07-08 09:00:00+00:00,157.7294,143.28091,31.231787,0.1
2025-07-08 09:15:00+00:00,157.7294,143.28091,31.231787,0.1
2025-07-08 09:30:00+00:00,157.7294,143.28091,31.231787,0.1
2025-07-08 09:45:00+00:00,157.7294,143.28091,31.231787,0.1
2025-07-08 10:00:00+00:00,300.78067,179.11658,189.10416,0.0
2025-07-08 10:15:00+00:00,300.78067,179.11658,189.10416,0.0
2025-07-08 10:30:00+00:00,300.78067,179.11658,189.10416,0.0
2025-07-08 10:45:00+00:00,300.78067,179.11658,189.10416,0.0
2025-07-08 11:00:00+00:00,449.99832,276.25797,218.72897,0.0
2025-07-08 11:15:00+00:00,449.99832,276.25797,218.72897,0.0
2025-07-08 11:30:00+00:00,449.99832,276.25797,218.72897,0.0
2025-07-08 11:45:00+00:00,449.99832,276.25797,218.72897,0.0
2025-07-08 12:00:00+00:00,464.67947,271.4981,213.41931,0.1
2025-07-08 12:15:00+00:00,464.67947,271.4981,213.41931,0.1
2025-07-08 12:30:00+00:00,464.67947,271.4981,213.41931,0.1
