date,GHI,DHI,DNI,Rain
2025-07-11 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 00:15:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 00:30:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 00:45:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 01:00:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 01:15:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 01:30:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 01:45:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 02:00:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 02:15:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 02:30:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 02:45:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 03:00:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 03:15:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 03:30:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 03:45:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 04:00:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 04:15:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 04:30:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 04:45:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 05:00:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 05:15:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 05:30:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 05:45:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 06:00:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 06:15:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 06:30:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 06:45:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 07:00:00+00:00,66.5962,39.957718,142.75414,0.0
2025-07-11 07:15:00+00:00,66.5962,39.957718,142.75414,0.0
2025-07-11 07:30:00+00:00,66.5962,39.957718,142.75414,0.0
2025-07-11 07:45:00+00:00,66.5962,39.957718,142.75414,0.0
2025-07-11 08:00:00+00:00,216.78136,104.22181,433.138,0.0
2025-07-11 08:15:00+00:00,216.78136,104.22181,433.138,0.0
2025-07-11 08:30:00+00:00,216.78136,104.22181,433.138,0.0
2025-07-11 08:45:00+00:00,216.78136,104.22181,433.138,0.0
2025-07-11 09:00:00+00:00,477.7689,109.79032,802.2082,0.0
2025-07-11 09:15:00+00:00,477.7689,109.79032,802.2082,0.0
2025-07-11 09:30:00+00:00,477.7689,109.79032,802.2082,0.0
2025-07-11 09:45:00+00:00,477.7689,109.79032,802.2082,0.0
2025-07-11 10:00:00+00:00,663.07526,140.95987,815.6711,0.0
2025-07-11 10:15:00+00:00,663.07526,140.95987,815.6711,0.0
2025-07-11 10:30:00+00:00,663.07526,140.95987,815.6711,0.0
2025-07-11 10:45:00+00:00,663.07526,140.95987,815.6711,0.0
2025-07-11 11:00:00+00:00,790.4061,152.25035,806.0587,0.0
2025-07-11 11:15:00+00:00,790.4061,152.25035,806.0587,0.0
2025-07-11 11:30:00+00:00,790.4061,152.25035,806.0587,0.0
2025-07-11 11:45:00+00:00,790.4061,152.25035,806.0587,0.0
2025-07-11 12:00:00+00:00,947.4763,130.57832,904.49536,0.0
2025-07-11 12:15:00+00:00,947.4763,130.57832,904.49536,0.0
2025-07-11 12:30:00+00:00,947.4763,130.57832,904.49536,0.0
2025-07-11 12:45:00+00:00,947.4763,130.57832,904.49536,0.0
2025-07-11 13:00:00+00:00,1001.9978,129.945,901.93634,0.1
2025-07-11 13:15:00+00:00,1001.9978,129.945,901.93634,0.1
2025-07-11 13:30:00+00:00,1001.9978,129.945,901.93634,0.1
2025-07-11 13:45:00+00:00,1001.9978,129.945,901.93634,0.1
2025-07-11 14:00:00+00:00,982.8745,115.57419,886.364,0.5
2025-07-11 14:15:00+00:00,982.8745,115.57419,886.364,0.5
2025-07-11 14:30:00+00:00,982.8745,115.57419,886.364,0.5
2025-07-11 14:45:00+00:00,982.8745,115.57419,886.364,0.5
2025-07-11 15:00:00+00:00,866.6482,143.96149,771.08954,0.4
2025-07-11 15:15:00+00:00,866.6482,143.96149,771.08954,0.4
2025-07-11 15:30:00+00:00,866.6482,143.96149,771.08954,0.4
2025-07-11 15:45:00+00:00,866.6482,143.96149,771.08954,0.4
2025-07-11 16:00:00+00:00,670.8898,246.82805,501.32666,0.2
2025-07-11 16:15:00+00:00,670.8898,246.82805,501.32666,0.2
2025-07-11 16:30:00+00:00,670.8898,246.82805,501.32666,0.2
2025-07-11 16:45:00+00:00,670.8898,246.82805,501.32666,0.2
2025-07-11 17:00:00+00:00,561.69684,128.66673,609.3336,0.2
2025-07-11 17:15:00+00:00,561.69684,128.66673,609.3336,0.2
2025-07-11 17:30:00+00:00,561.69684,128.66673,609.3336,0.2
2025-07-11 17:45:00+00:00,561.69684,128.66673,609.3336,0.2
2025-07-11 18:00:00+00:00,373.69763,92.59764,519.8018,0.1
2025-07-11 18:15:00+00:00,373.69763,92.59764,519.8018,0.1
2025-07-11 18:30:00+00:00,373.69763,92.59764,519.8018,0.1
2025-07-11 18:45:00+00:00,373.69763,92.59764,519.8018,0.1
2025-07-11 19:00:00+00:00,201.58562,53.23564,426.52368,0.0
2025-07-11 19:15:00+00:00,201.58562,53.23564,426.52368,0.0
2025-07-11 19:30:00+00:00,201.58562,53.23564,426.52368,0.0
2025-07-11 19:45:00+00:00,201.58562,53.23564,426.52368,0.0
2025-07-11 20:00:00+00:00,27.375214,11.431408,90.71925,0.0
2025-07-11 20:15:00+00:00,27.375214,11.431408,90.71925,0.0
2025-07-11 20:30:00+00:00,27.375214,11.431408,90.71925,0.0
2025-07-11 20:45:00+00:00,27.375214,11.431408,90.71925,0.0
2025-07-11 21:00:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 21:15:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 21:30:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 21:45:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 22:00:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 22:15:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 22:30:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 22:45:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 23:00:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 23:15:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 23:30:00+00:00,0.0,0.0,0.0,0.0
2025-07-11 23:45:00+00:00,0.0,0.0,0.0,0.0
