date,GHI,DHI,DNI,Rain
2025-07-13 00:00:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 00:15:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 00:30:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 00:45:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 01:00:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 01:15:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 01:30:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 01:45:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 02:00:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 02:15:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 02:30:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 02:45:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 03:00:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 03:15:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 03:30:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 03:45:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 04:00:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 04:15:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 04:30:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 04:45:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 05:00:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 05:15:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 05:30:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 05:45:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 06:00:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 06:15:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 06:30:00+00:00,26.179487,14.959707,80.75466,0.0
2025-07-13 06:45:00+00:00,51.500885,29.051783,226.59563,0.0
2025-07-13 07:00:00+00:00,83.760994,43.077084,313.7154,0.0
2025-07-13 07:15:00+00:00,122.13976,57.074654,360.03424,0.0
2025-07-13 07:30:00+00:00,165.41449,72.16068,402.23914,0.0
2025-07-13 07:45:00+00:00,207.06512,86.0955,427.728,0.0
2025-07-13 08:00:00+00:00,247.34787,100.01457,441.84134,0.0
2025-07-13 08:15:00+00:00,285.3277,112.853485,449.7212,0.0
2025-07-13 08:30:00+00:00,318.97943,125.69057,446.60785,0.0
2025-07-13 08:45:00+00:00,347.3521,137.47168,436.2714,0.0
2025-07-13 09:00:00+00:00,364.26306,147.16646,411.04333,0.0
2025-07-13 09:15:00+00:00,374.0089,155.83704,380.19583,0.0
2025-07-13 09:30:00+00:00,378.71497,164.52371,346.63135,0.0
2025-07-13 09:45:00+00:00,387.68088,176.31232,320.1501,0.0
2025-07-13 10:00:00+00:00,393.6436,191.16895,289.02582,0.0
2025-07-13 10:15:00+00:00,400.70847,208.04047,260.8117,0.0
2025-07-13 10:30:00+00:00,407.82687,221.80058,240.15657,0.0
2025-07-13 10:45:00+00:00,413.9682,225.33737,233.44724,0.0
2025-07-13 11:00:00+00:00,419.12784,217.70233,240.12366,0.0
2025-07-13 11:15:00+00:00,427.3636,206.06842,255.26465,0.0
2025-07-13 11:30:00+00:00,441.68823,197.54405,273.65714,0.0
2025-07-13 11:45:00+00:00,470.1489,202.21457,293.01013,0.0
2025-07-13 12:00:00+00:00,518.71643,223.02788,316.70883,0.0
2025-07-13 12:15:00+00:00,574.18494,248.81348,342.6056,0.0
2025-07-13 12:30:00+00:00,622.4395,270.49472,365.63583,0.0
2025-07-13 12:45:00+00:00,650.4668,279.0583,382.04852,0.0
2025-07-13 13:00:00+00:00,661.37445,277.57684,392.25504,0.0
2025-07-13 13:15:00+00:00,663.247,271.10095,399.58032,0.0
2025-07-13 13:30:00+00:00,662.1161,262.64938,407.20154,0.0
2025-07-13 13:45:00+00:00,663.97205,256.21744,417.2379,0.0
2025-07-13 14:00:00+00:00,672.77325,249.8019,435.9588,0.0
2025-07-13 14:15:00+00:00,677.5474,243.40047,452.30737,0.0
2025-07-13 14:30:00+00:00,669.3824,237.01096,456.93857,0.0
2025-07-13 14:45:00+00:00,638.44135,231.62057,437.71143,0.0
2025-07-13 15:00:00+00:00,582.8741,226.23416,392.13052,0.0
2025-07-13 15:15:00+00:00,518.60004,220.8487,335.86514,0.0
2025-07-13 15:30:00+00:00,460.4377,214.47739,285.79816,0.0
2025-07-13 15:45:00+00:00,423.08234,207.12384,259.6069,0.0
2025-07-13 16:00:00+00:00,397.5847,198.79234,248.3606,0.0
2025-07-13 16:15:00+00:00,377.99698,189.48686,245.969,0.0
2025-07-13 16:30:00+00:00,359.3993,178.23866,248.18172,0.0
2025-07-13 16:45:00+00:00,339.83694,166.03462,251.43828,0.0
2025-07-13 17:00:00+00:00,322.21353,150.94688,263.32047,0.0
2025-07-13 17:15:00+00:00,303.61066,135.90192,275.99274,0.0
2025-07-13 17:30:00+00:00,281.14655,121.86216,282.8417,0.0
2025-07-13 17:45:00+00:00,253.91356,110.72922,276.89868,0.0
2025-07-13 18:00:00+00:00,223.8867,101.50796,260.5565,0.0
2025-07-13 18:15:00+00:00,193.01645,93.21282,237.00264,0.0
2025-07-13 18:30:00+00:00,162.28351,83.00708,213.34648,0.0
2025-07-13 18:45:00+00:00,133.57523,70.93305,194.94963,0.0
2025-07-13 19:00:00+00:00,106.875244,58.871956,177.43315,0.0
2025-07-13 19:15:00+00:00,80.39061,45.937492,156.99277,0.0
2025-07-13 19:30:00+00:00,55.129463,32.229534,136.07951,0.0
2025-07-13 19:45:00+00:00,30.545925,18.797493,100.20489,0.0
2025-07-13 20:00:00+00:00,10.572047,6.8407364,36.72384,0.0
2025-07-13 20:15:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 20:30:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 20:45:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 21:00:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 21:15:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 21:30:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 21:45:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 22:00:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 22:15:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 22:30:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 22:45:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 23:00:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 23:15:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 23:30:00+00:00,0.0,0.0,0.0,0.0
2025-07-13 23:45:00+00:00,0.0,0.0,0.0,0.0
